FID,lnk,reg_obj_id,ro_acct,root_id,site_name,address,town,sw_id,acres,cap_status,lf_liner,status,type_oper,type_rsp,waste_type,l_base,l_acc_est,l_type,l_meth,l_src_1,l_src_2,l_src_3,l_staff,l_prog,l_date,dig_method,shape
GISDATA.SW_LD_POLY.647,049B,39137,172391,172392,HARVEY STREET SLUDGE LANDFILL,HARVEY ST,CAMBRIDGE,0049.002,29.9,Excavated,Not Lined,Closed,Private,,MSW,NA,100,CF,XY_2,UNK,,,UNK,UNK,,UTM,"POLYGON ((229817.73442973942 905061.124987252, 229783.60943752527 905064.1250500306, 229750.57815804332 905073.0000286959, 229719.57806893438 905087.4375202358, 229691.53130303323 905107.0625335947, 229667.34377533942 905131.2499605529, 229647.71872840822 905159.3124741986, 229633.26562343538 905190.3125633039, 229624.4062582031 905223.3749353513, 229621.4218424335 905257.4374402501, 229624.4062582031 905291.5624660403, 229633.2812704444 905324.6250059716, 229647.74998885393 905355.5625741854, 229667.39064922184 905383.6874744184, 229691.5936896205 905407.8750021085, 229719.62497639656 905427.4375281446, 229750.64067893475 905441.9375070035, 229783.68757186085 905450.7499983534, 229817.73442973942 905453.750027556, 229851.8749346584 905450.7499983534, 229884.9062141478 905441.8749861084, 229915.89065624028 905427.4375281446, 229943.9530691579 905407.8125147894, 229968.14059684426 905383.5624326281, 229987.74999676645 905355.5625741854, 230002.21874875575 905324.5624850765, 230011.06246697158 905291.4999451451, 230014.04688274115 905257.4374402501, 230011.06246697158 905223.3124480359, 230002.1874883026 905190.2500424124, 229987.71873632073 905159.3124741986, 229968.07807595283 905131.2499605529, 229943.90632957965 905107.0625335947, 229915.8750428036 905087.4375202358, 229884.8593402654 905072.9375078008, 229851.7969346419 905064.1250500306, 229817.73442973942 905061.124987252))"
GISDATA.SW_LD_POLY.648,163B,268833,268696,268832,DORAZIO LANDFILL,183 HOLYOKE ST,LYNN,0163.002,1.096478,Incomplete,Not Lined,Inactive,Private,,C&D WASTE,PTQ,0,UNK,MAP,MS_USGS,,,UNK,UNK,1995-01-01T00:00:00,F,"POLYGON ((242612.46881261468 913017.4375081845, 242557.60938014835 913027.249930922, 242561.51562655717 913053.437556427, 242564.45316843688 913064.9375060797, 242585.578146033 913088.31249718, 242610.01562298834 913104.8125738539, 242621.46883307397 913104.3749611676, 242639.54684042186 913091.4375681728, 242633.34370663017 913083.6249410585, 242627.9374959916 913068.8750129305, 242622.09370624274 913045.1874509342, 242615.3905731812 913031.000042975, 242612.46881261468 913017.4375081845))"
GISDATA.SW_LD_POLY.946,067C,320021,317632,130600,MCI CONCORD DEMO DUMP,965 ELM ST,CONCORD,0067.003,0.64646695,Incomplete,Not Lined,Inactive,State,State,C&D WASTE,DOQ,100,EWA,IN,MS_SITE,AP_DOQ,,ADAMS_D,DEP_BAW,2013-05-23T00:00:00,F,"POLYGON ((208693.75012061 912326.6678821221, 208681.257592991 912279.1001588516, 208630.3265343532 912296.39752803, 208643.29955284297 912343.48472685, 208693.75012061 912326.6678821221))"
GISDATA.SW_LD_POLY.651,133A,39356,172595,172596,CAINS PIT LANDFILL,SPRING LN,HOLBROOK,0133.001,1.01585281,Incomplete,n/a,Inactive,Private,,C&D WASTE,PTQ,0,UNK,IN,UNK,,,UNK,UNK,1995-01-01T00:00:00,F,"POLYGON ((239409.78131937236 875546.6875639595, 239413.56252398342 875553.2500417978, 239420.64061453193 875557.0625068583, 239433.4062261656 875560.375006225, 239455.60930304974 875559.8750069551, 239464.59371007234 875564.124950394, 239472.6249924302 875568.8750274107, 239481.12504719198 875571.2500827089, 239489.15619524568 875571.2500827089, 239493.4062729925 875566.5000056885, 239496.7187723592 875561.3124502972, 239498.14060226083 875542.4374862127, 239480.65630836785 875526.3125013299, 239467.89056242257 875519.2500577979, 239444.2656556368 875504.6250035726, 239425.8437833637 875501.7499825805, 239417.81246742606 875508.374981314, 239411.18750226498 875518.7500585243, 239408.82809398323 875538.1250218786, 239409.78131937236 875546.6875639595))"
GISDATA.SW_LD_POLY.657,307E,271107,270970,271106,BIRD INC LANDFILL,NORFOLK ST,WALPOLE,0307.005,93.62067642,Incomplete,Not Lined,Inactive,Private,,MSW,DOQ,100,PB,DDS,DD_PAR,DD_SW,AP_DOQ,MANNO_T,DEP_BAW,2010-08-24T00:00:00,PAR,"POLYGON ((218818.43420284986 876232.2608038038, 218858.15417717397 876200.0208064914, 218938.73417518288 876223.1107936427, 218938.73417518288 876220.7507809661, 218939.0441942066 876218.6908148602, 218939.47421842813 876217.0908239074, 218940.2741971165 876215.1907863878, 218941.214193061 876213.590795435, 218942.16419503093 876212.2907839008, 218943.2541806847 876211.0708205998, 218944.43422059715 876210.0107858814, 218945.72419252247 876209.0908019952, 218947.11419116706 876208.3307802714, 218948.58417089283 876207.720815409, 218950.1042143479 876207.1907980517, 218951.6742207855 876206.8808126077, 218953.25419967622 876206.7307893224, 218954.85422420502 876206.7307893224, 218956.43420310318 876206.9607936852, 218957.9942035079 876207.2608066797, 218959.5042073503 876207.8007964902, 218960.96421462297 876208.4808035567, 218962.33420120925 876209.2407917045, 218963.6142006889 876210.2407902479, 218964.79420702904 876211.3008249663, 218965.84420213848 876212.5207882635, 218967.23420078307 876214.5808215253, 218968.8141796738 876216.7107962593, 218970.13420327008 876217.5507990643, 218971.6141890213 876218.0108077936, 218973.8642025292 876218.6908148602, 218974.66421479732 876140.660876926, 218954.89418116957 876121.5408994332, 218939.9942297563 876107.1408801377, 218967.7442060858 876011.5809160545, 218973.08420232683 876007.2409183532, 218985.90420915186 875996.8709113114, 219062.98421227187 875842.8008921891, 219021.9842048958 875800.510879308, 219025.68421965092 875762.1809036359, 218956.09419956803 875693.0607975833, 218943.4642065689 875683.5407993756, 218675.50421852618 875652.0708969682, 218643.95420072973 875603.9109040648, 218613.43419956416 875557.3508013822, 218609.8342115283 875551.8708214611, 218602.31421040744 875540.3607986234, 218566.89420966804 875507.0609009005, 218563.25419751555 875503.7108957097, 218534.51419509947 875476.6609049328, 218522.0542038679 875461.7208958268, 218512.30420129746 875449.9908746518, 218485.32421914488 875424.990877524, 218484.29416894168 875424.0009185895, 218469.62422189116 875410.1308830753, 218458.61423189938 875402.3609326817, 218452.46418378502 875398.0208006725, 218427.354187496 875387.6507936306, 218426.04420350492 875387.1208098494, 218400.40418985486 875377.2907926217, 218385.33420309424 875374.4007961638, 218375.2941935584 875372.4108051099, 218350.22418780625 875366.620806165, 218341.42418720573 875364.9508065842, 218334.92419668287 875361.9807954691, 218338.77420114726 875296.980923824, 218335.87419866025 875287.9809033684, 218172.44417706877 875259.7108821347, 218080.0142198354 875243.7909201197, 218084.3941745013 875251.6408851705, 218088.26422459632 875258.950927563, 218109.67420613766 875301.0909171589, 218116.84419769794 875322.8109177239, 218129.5641778037 875342.850912679, 218139.83419170976 875359.0807929821, 218133.71419525892 875373.6308019869, 218095.4841791466 875378.2807851322, 218081.90418417007 875402.7408931777, 218054.79419079423 875407.2409201972, 218047.5941811502 875408.4608834945, 218047.34419830143 875417.4508979209, 218046.90420162678 875426.1408993527, 218051.40419507027 875484.8908976354, 218179.22420209646 875502.5609074607, 218184.03421456367 875521.2308150977, 218188.77421839535 875525.9608129039, 218201.48419247568 875534.0407823175, 218207.63420701027 875553.0108036809, 218210.8341889158 875560.1007805839, 218214.89418568462 875569.0907950103, 218227.46417608112 875582.6508786567, 218245.1241798848 875598.8108846396, 218266.49420446157 875619.460911613, 218133.79420991987 875605.280890651, 218127.66420743614 875646.8908964656, 218183.1142306775 875686.8907709867, 218187.64420862496 875693.9008003846, 218197.82420184463 875708.0008066893, 218223.00420676172 875742.8208821677, 218228.20421932638 875750.060882356, 218235.5041885376 875795.550877139, 218234.97420475632 875797.5409017727, 218542.11417730153 875842.720911108, 218527.92421747 875854.5308126323, 218504.56420183927 875903.3007703945, 218507.11419475824 875932.5609184504, 218503.0841825083 875984.0709165446, 218512.87420919538 876003.2009000666, 218523.25422226638 876023.4707986563, 218535.40419447422 876028.8808035292, 218603.4741711095 876058.7508157119, 218613.4742236808 876070.4107946828, 218652.29422617704 876115.4409150407, 218672.34419358522 876057.4508041777, 218665.78420045972 876028.7308138199, 218652.26417451352 875969.3708842546, 218645.34419937432 875935.1509019174, 218648.07420009375 875930.5808998495, 218652.66421421617 875921.7409087084, 218654.22421462834 875916.4108849168, 218655.42419944704 875911.6808871143, 218656.8941791728 875905.210780371, 218657.57418624312 875898.9608062729, 218658.90418228507 875892.5608088896, 218658.3141959086 875879.6807994656, 218657.384205997 875872.0607716255, 218656.37420142442 875863.6807892174, 218655.1142140031 875857.3507668823, 218653.55421359092 875850.4208864495, 218651.09420777857 875841.3508909456, 218649.53417378664 875835.3309212103, 218647.42421111465 875828.7008858845, 218645.2542122677 875822.9108869396, 218643.32419022918 875809.1909082867, 218639.68417807668 875798.910888359, 218635.84417964518 875790.0708972178, 218633.34418329597 875785.3408994153, 218630.31420315802 875779.0908917375, 218626.67419100553 875772.3909149393, 218635.49420366436 875765.0709000938, 218794.71420520544 875914.7308793105, 218854.00419329852 875970.5109000504, 218877.18420113623 875992.3009092435, 218821.99420034885 876062.6407771334, 218774.584189564 876123.0609093048, 218796.39421081543 876190.4208943583, 218813.80419819057 876223.4208126664, 218818.43420284986 876232.2608038038))"
GISDATA.SW_LD_POLY.660,347A,39928,173117,173118,WOBURN LANDFILL,MERRIMAC ST NEW BOSTON,WOBURN,0347.001,54.41928847,Capped,Not Lined,Closed,Municipal,,MSW,DOQ,100,EWA,DDS,MS_LMTQ,DD_PAR,AP_DOQ,MANNO_T,DEP_BAW,2013-07-30T00:00:00,PAR,"POLYGON ((228384.11436576396 918679.1871267296, 228386.76586280763 918694.6159538738, 228386.79645171016 918694.7929397151, 228387.28399381042 918697.7493856065, 228388.04596301913 918701.4985574968, 228390.3926455155 918713.2331451811, 228390.95345323533 918716.6225365177, 228392.09931147844 918723.5353932716, 228393.01358722895 918729.0523417778, 228407.15506146848 918804.337807186, 228417.19399653375 918857.6046021245, 228417.2427843213 918857.8606960364, 228420.02224437892 918872.6131088845, 228420.83904527873 918876.9411866516, 228428.91545550525 918919.8875010349, 228433.09700202197 918942.1895973198, 228433.21270933002 918942.8082922772, 228436.16898733377 918961.5535473302, 228439.12519818544 918976.6899499446, 228441.86815974116 918990.722935997, 228454.76005551964 919056.9863878302, 228456.13138519973 919064.4844629914, 228458.9657441005 919080.2120943442, 228461.9216863364 919105.8457954675, 228462.31769677252 919120.4455995783, 228462.28714144975 919124.0117417164, 228462.1818095222 919139.3260367587, 228462.164953731 919141.7816103734, 228462.2868392542 919145.3476853557, 228462.1922520548 919149.2613523379, 228462.43921294808 919149.4016046375, 228491.88229002059 919166.2572982796, 228503.18262275308 919172.9617744349, 228510.9169140756 919177.5504118912, 228523.86770440638 919185.0177974142, 228536.8102011457 919192.480414968, 228547.50003177673 919198.1250242926, 228679.6320330575 919267.8371985182, 228692.21508502215 919227.8867161721, 228708.12134750187 919177.3852788284, 228756.66328196228 919020.383728154, 228791.01549162716 918947.6897236109, 228810.70621572435 918905.9630703293, 228821.9029961154 918882.2616073377, 228826.4586271122 918872.6182126291, 228888.57578856498 918741.1350251213, 228898.1257712841 918720.9205961972, 228788.3690983355 918651.1202144586, 228711.83489389718 918614.177584827, 228601.85943139344 918564.5000331923, 228538.3461937979 918597.2243156098, 228513.47234651446 918606.5570533276, 228465.84723967314 918633.0154460147, 228445.73888137937 918646.7738034986, 228384.11436576396 918679.1871267296))"
GISDATA.SW_LD_POLY.674,136D,39364,172603,172604,HOLLISTON LANDFILL,MARSHALL ST,HOLLISTON,0136.004,12.29744326,Capped,Not Lined,Closed,Municipal,,MSW,DOQ,100,EWA,MAP,MS_SITE,AP_DOQ,,SWIGOR_J,DEP_GIS,2013-07-09T00:00:00,F,"POLYGON ((201756.38195373118 882856.0392727964, 201766.09861406684 882865.755933132, 201772.17153517157 882870.0069846176, 201769.13507461548 882878.5090540163, 201764.2767444551 882885.1892537996, 201753.95277186483 882890.654896222, 201745.45070246607 882890.654896222, 201733.91217251867 882888.2257143483, 201732.69758158177 882912.5173987597, 201728.44653008878 882944.7038403116, 201725.41006954014 882984.7850725837, 201728.44653008878 882999.3600630835, 201733.91217251867 883019.4006960094, 201731.48299064487 883035.7975561246, 201738.77050267905 883057.6600586623, 201743.02155417204 883084.9881700464, 201753.95277186483 883103.2069333568, 201777.63714401424 883119.603793472, 201807.39443727583 883134.1788175516, 201824.39860964566 883136.6079658456, 201859.62151174992 883125.6767145768, 201881.4840142876 883117.7819238566, 201891.20067462325 883103.8142120354, 201899.702744022 883066.7694403157, 201918.52878601104 883015.1496445201, 201941.6058794856 882961.1007004268, 201951.32253981382 882921.0194681585, 201956.78814866394 882904.0152957849, 201953.144409433 882887.6184356697, 201922.77983749658 882863.9340635166, 201880.2694233507 882855.4319941178, 201855.977772519 882853.002812244, 201823.18401870877 882855.4319941178, 201785.53193473816 882854.2174031809, 201761.240283899 882851.1809426285, 201756.38195373118 882856.0392727964))"
GISDATA.SW_LD_POLY.675,138C,39373,172611,172612,DRAPER LANDFILL,161 FREEDOM ST,HOPEDALE,0138.003,7.80135119,Incomplete,Not Lined,Inactive,Private,,MSW,DOQ,100,EWA,MAP,MS_SITE,AP_DOQ,MS_TAX,SWIGOR_J,DEP_GIS,2013-06-05T00:00:00,F,"POLYGON ((195441.70554562658 876046.4468916729, 195476.78342746198 876089.3198732808, 195485.2281132862 876097.114939481, 195534.5969889909 876110.7563472986, 195543.69126086682 876117.2522413917, 195604.75278623402 876109.4571751952, 195648.92493994534 876106.8587974086, 195682.7036496699 876094.5165952742, 195688.54999129474 876079.5759817734, 195693.74671328068 876049.6948219314, 195687.25078561157 876044.4980999418, 195684.00285535306 876027.6087618656, 195676.85734163225 875990.5820882991, 195707.38812109828 875945.1107289083, 195632.03560186923 875883.3996174932, 195574.871626392 875999.6763601787, 195559.93101289123 876004.8730821684, 195554.73429089785 876000.3259462304, 195520.3059951216 876000.9755322821, 195512.51089534163 875995.7788102925, 195479.3817716688 876034.1046559587, 195457.2957115993 876041.899755735, 195443.00471773 876041.2501361072, 195441.70554562658 876046.4468916729))"
GISDATA.SW_LD_POLY.677,288B,39778,172981,172982,SUDBURY DUMP,DAKIN RD,SUDBURY,0288.002,29.9,Incomplete,Not Lined,Inactive,Municipal,,MSW,NA,500,CF,XY_2,UNK,,,UNK,UNK,,UTM,"POLYGON ((208157.8749366179 907662.312551681, 208123.74994440377 907665.3124801517, 208090.718799226 907674.1874588169, 208059.7187436968 907688.6249503568, 208031.67180991173 907708.2499637157, 208007.48441652954 907732.4374914058, 207987.85940317065 907760.5000386275, 207973.4062981978 907791.4999934286, 207964.54693296552 907824.5624997802, 207961.56251719594 907858.625004679, 207964.54693296552 907892.7500304691, 207973.4219116345 907925.8125704043, 207987.89066361636 907956.7499707304, 208007.53129041195 907984.8750388473, 208031.73433080316 908009.0624322295, 208059.76561757922 908028.6249582693, 208090.78132012486 908043.1249371246, 208123.8280787319 908051.9375627823, 208157.8749366179 908054.937457677, 208192.01560942084 908051.9375627823, 208225.04688891023 908043.062550541, 208256.0313310027 908028.6249582693, 208284.09371034056 908009.0000792183, 208308.28127160668 907984.749997057, 208327.89067152888 907956.7499707304, 208342.3593899384 907925.7500495091, 208351.20310815424 907892.687509574, 208354.18755750358 907858.625004679, 208351.20310815424 907824.4999788888, 208342.3281294927 907791.4374725334, 208327.85941108316 907760.5000386275, 208308.21875071526 907732.4374914058, 208284.04683645815 907708.2499637157, 208256.0156839937 907688.6249503568, 208224.99998144805 907674.1249379218, 208191.93744151294 907665.3124801517, 208157.8749366179 907662.312551681))"
GISDATA.SW_LD_POLY.679,305A,39823,173022,173023,WAKEFIELD LANDFILL,371 SALEM ST,WAKEFIELD,0305.001,29.9,Incomplete,Not Lined,Inactive,,,MSW,NA,500,CF,XY_2,UNK,,,UNK,UNK,1995-01-01T00:00:00,UTM,"POLYGON ((236634.62506763637 917875.4375096001, 236600.50004184246 917878.4375388026, 236567.46876235306 917887.3125174679, 236536.46867325157 917901.7500090115, 236508.42190734297 917921.3750223666, 236484.2343796566 917945.5624493249, 236464.60936629772 917973.6249629706, 236450.15622774512 918004.6250520796, 236441.2968960926 918037.687457703, 236438.31248032302 918071.749929022, 236441.2968960926 918105.8749548122, 236450.17187476158 918138.9374947436, 236464.6406267509 918169.8750629574, 236484.28125353903 918197.9999631904, 236508.48442824185 918222.1875244565, 236536.5155807063 918241.7500169203, 236567.53128325194 918256.2500293553, 236600.5781761706 918265.0624871254, 236634.62506763637 918268.062549904, 236668.7655725479 918265.0624871254, 236701.7968520373 918256.1875084601, 236732.7812941298 918241.7500169203, 236760.84380777925 918222.1250035614, 236785.03123473376 918197.8749214001, 236804.6406010762 918169.8750629574, 236819.1093530655 918138.8749738522, 236827.9530712813 918105.8124339171, 236830.93752063066 918071.749929022, 236827.9530712813 918037.6250711158, 236819.07809261978 918004.5625311844, 236804.60937421024 917973.6249629706, 236784.96871384233 917945.5624493249, 236760.79693389684 917921.3750223666, 236732.76564712077 917901.7500090115, 236701.74994457513 917887.2500301525, 236668.6875725314 917878.4375388026, 236634.62506763637 917875.4375096001))"
GISDATA.SW_LD_POLY.681,328D,39878,173072,173073,"WESTBOROUGH 16 LLC, No. 4",59 BRIGHAM ST,WESTBOROUGH,0328.004,5.89033259,Incomplete,Not Lined,Inactive,,Private,MSW,DOQ,100,EWA,MAP,MS_SITE,AP_DOQ,MS_TAX,KELLY_S,DEP_BWSC,2013-08-20T00:00:00,F,"POLYGON ((192017.06222800165 890969.0266038999, 192037.55420672148 890973.7555272318, 192046.11130928248 890976.0073874891, 192066.37811876088 890977.8088756949, 192092.95013695955 890976.4577595405, 192106.91170413792 890974.2058992833, 192121.77401542664 890970.1525172405, 192131.23182851076 890967.9006569795, 192135.735582605 890965.1984246708, 192141.59041927755 890954.839833904, 192150.59789388627 890931.4204536416, 192161.85722875595 890906.649923645, 192164.10908900946 890884.5816259608, 192152.39938209206 890864.3148500584, 192137.08669875562 890856.6584916003, 192064.1262249276 890849.4525387771, 191964.1433944106 890849.9029108286, 191945.36469639093 890862.9663529322, 191941.84992749244 890901.2454254478, 191942.07509672642 890913.8558764718, 191948.38033902645 890933.2219418474, 191968.19674287736 890947.6338810809, 191977.879792355 890954.3894618526, 192017.06222800165 890969.0266038999))"
GISDATA.SW_LD_POLY.683,246D,39662,172874,172875,READING LANDFILL,WALKERS BROOK DR,READING,0246.004,41.70244994,Capped,Not Lined,Closed,Municipal,,MSW,NA,100,PB,DDS,DD_PAR,AP_DOQ,KNOW,HONETSCHLAGER_K,246,2010-10-26T00:00:00,PAR,"POLYGON ((233588.63420978934 919170.360844776, 233702.5541967973 919142.770864185, 233719.2442201376 919160.6808508299, 233826.53423897177 919043.1008731909, 233854.07418941706 919013.2308610044, 233859.41361484677 919006.9812898338, 233865.8235175237 919016.1110193208, 233899.93420582265 918984.5309162848, 233889.92421437055 918967.9408860765, 233872.74419778585 918943.0107968487, 233854.85418961942 918914.7807997316, 233832.22421120107 918875.5608918406, 233815.98419056088 918848.0508923307, 233799.51419913024 918814.8809051029, 233788.21420217305 918790.8909125477, 233763.31419818848 918765.5908016972, 233747.384196572 918739.160815388, 233676.86418657005 918669.0809027962, 233621.04420886934 918662.0908854567, 233618.75974506885 918664.1818433888, 233611.15422261506 918653.3408478498, 233573.45422386378 918681.1508603506, 233530.11421587318 918713.1608868763, 233526.11418812722 918707.5908862688, 233480.1842302531 918741.0508468822, 233394.4942067787 918803.9908531569, 233344.50421856344 918840.6408567987, 233315.20424785465 918862.1308529973, 233307.2242380008 918868.3808606714, 233290.8442336768 918882.1708815284, 233278.00421479344 918894.0608648658, 233266.15422199667 918906.0208232515, 233259.16420465708 918913.720832169, 233252.8242098689 918920.8808512762, 233276.32420918345 918933.7608607002, 233353.5941925496 918956.6208434887, 233410.5742316842 918958.1408533603, 233417.20423343778 918958.370857723, 233447.49423023313 918959.1308458708, 233544.20421614498 918963.0208408721, 233543.73420138657 918982.2208665982, 233539.2741984874 919045.1608728729, 233538.784205243 919058.5708660781, 233536.07421658188 919100.4808513075, 233563.05419873446 919136.9808652401, 233588.63420978934 919170.360844776))"
GISDATA.SW_LD_POLY.685,314B,39848,173045,173046,WATERTOWN HIGHLAND AVENUE LANDFILL,HIGHLAND AVE AND ONLEY ST,WATERTOWN,0314.002,29.9,Incomplete,Not Lined,Inactive,Municipal,,MSW,NA,0,CF,XY_2,UNK,,,UNK,UNK,,UTM,"POLYGON ((225116.20307400078 902301.1250158772, 225082.07808178663 902304.1250786558, 225049.04693660885 902313.000057321, 225018.0468474999 902327.4375152849, 224989.99994728714 902347.0625622198, 224965.81255390495 902371.249955602, 224946.1875405535 902399.3125028238, 224931.7344020009 902430.312558353, 224922.87507034838 902463.3749639764, 224919.89062099904 902497.4374688752, 224922.87507034838 902531.5624946654, 224931.75004900992 902564.6250010207, 224946.21876741946 902595.5625692345, 224965.85942778736 902623.6874694675, 224990.06246818602 902647.8750307336, 225018.0937549621 902667.4375231937, 225049.1093231961 902681.9375356287, 225082.15621611476 902690.7499933988, 225116.20307400078 902693.7500561811, 225150.3437468037 902690.7499933988, 225183.37499270588 902681.8750147335, 225214.3593004942 902667.4375231937, 225242.42184771597 902647.8125098385, 225266.60940898955 902623.5624612533, 225286.21877533197 902595.5625692345, 225300.68752732128 902564.5624801256, 225309.5312455371 902531.4999737702, 225312.51566130668 902497.4374688752, 225309.5312455371 902463.3124430813, 225300.6562668681 902430.2500374578, 225286.18751488626 902399.3125028238, 225266.54688809067 902371.249955602, 225242.37497383356 902347.0625622198, 225214.3436870575 902327.4375152849, 225183.32811882347 902312.9375364296, 225150.2655788958 902304.1250786558, 225116.20307400078 902301.1250158772))"
GISDATA.SW_LD_POLY.689,122B,39332,172571,172572,EARL F SIMMONS COMPANY,206 SILVER ST,HANOVER,0122.002,7.16649953,Incomplete,n/a,Inactive,,,MSW,NA,100,EWA,DD_1,DD_PAR,DD_OTH,DD_SW,MANNO_T,DEP_BAW,2013-08-30T00:00:00,SOI,"POLYGON ((254069.48209181428 875210.7771008201, 254054.4630082175 875220.7355847247, 254051.14050281793 875225.6073122248, 254050.49769937992 875231.7099156417, 254053.47019521147 875236.3318953365, 254063.61100374162 875242.5171995945, 254063.4248848781 875248.7164048478, 254049.44149246812 875268.2351125367, 254047.33801021427 875280.4526086561, 254050.43769677728 875284.7589954995, 254061.81871571392 875290.0786103345, 254097.03859585524 875297.5547931083, 254153.91729877144 875316.7048894204, 254194.69888594002 875327.3338108659, 254218.35689992458 875329.5639130473, 254260.63089644164 875326.3512053564, 254265.42291148007 875323.2784141861, 254266.05678337067 875311.142813053, 254264.3124101162 875305.468790032, 254256.23180273175 875296.3756933585, 254244.06850033998 875275.6506883204, 254242.14341416955 875270.0310940705, 254242.66131012887 875263.9648884237, 254258.05031462014 875238.3869927377, 254268.52891058475 875233.0677136779, 254274.05858487636 875235.0095884874, 254280.0332924351 875258.3682946078, 254283.9925909415 875262.6256921999, 254289.8954095468 875264.71930274, 254295.3044070974 875264.3140921295, 254300.17438858002 875252.9186013937, 254295.88569696248 875235.6244892105, 254297.65350715816 875223.8699901998, 254294.7615967989 875212.3961972445, 254296.59421113878 875206.6192934401, 254303.82031033188 875197.0667924248, 254323.67529448122 875153.2009978145, 254324.39811258018 875147.5460131094, 254319.71048930287 875129.8577036671, 254320.83821581304 875114.8210927248, 254307.31738401204 875102.9489053488, 254301.5263105929 875100.7442883216, 254296.5567053184 875103.4618990272, 254287.9633057192 875112.3520881981, 254270.09730531275 875115.7152892575, 254265.0041020736 875118.2829102539, 254257.05988559872 875127.4762015305, 254218.64690688998 875153.0072904862, 254219.31170345098 875167.4991100654, 254215.5921131447 875171.7159127295, 254200.11748658866 875181.3913065866, 254178.43969266862 875210.0306107402, 254168.0122013241 875215.9089850858, 254145.4510899037 875224.2267152183, 254140.65319883823 875235.2876083627, 254126.5406010598 875246.3328880742, 254109.80148772895 875252.8333151042, 254097.7541948408 875253.0575105995, 254092.36141511798 875251.3403013647, 254079.22779649496 875217.8718121201, 254069.48209181428 875210.7771008201))"
GISDATA.SW_LD_POLY.694,125A,39339,172578,172579,HARVARD LANDFILL,47 DEPOT RD,HARVARD,0125.001,7.73480816,Incomplete,Not Lined,Inactive,Municipal,,MSW,DOQ,100,EWA,OTH,KNOW,AP_DOQ,,RAO_P,DEP_BAW,2003-07-15T00:00:00,F,"POLYGON ((192547.07817670703 917685.1875351742, 192557.23433005065 917691.8125003316, 192571.43751933426 917675.6875154488, 192538.1406771466 917646.7500450499, 192552.9531261623 917617.6250119656, 192555.07809788734 917585.3750422001, 192543.96871914715 917580.562477868, 192537.60945100337 917566.8125147037, 192528.60943055153 917555.1875568368, 192514.85933307558 917546.7500229701, 192496.85942647606 917545.6875371113, 192478.34380643815 917545.6875371113, 192466.17194183916 917545.6875371113, 192450.82813236862 917546.1875363849, 192425.95317703485 917551.4999656789, 192414.8436975628 917551.4999656789, 192402.14060682803 917550.9374455139, 192390.5000019446 917547.7499879375, 192383.0936934948 917545.1250505224, 192371.45308861136 917544.0625646636, 192364.57803987712 917539.8124533407, 192357.6875120178 917536.6875166595, 192342.75005478412 917543.0000788048, 192333.87494180351 917548.3125081025, 192325.9375415221 917556.2500426956, 192318.00000692904 917564.6875429861, 192312.67179630697 917581.1874853484, 192290.48433285952 917649.9375026263, 192517.50005181134 917698.5625072755, 192525.10936849564 917675.4374654442, 192528.093817845 917666.31253751, 192547.07817670703 917685.1875351742))"
GISDATA.SW_LD_POLY.703,035M,412520,408541,412519,SPECTACLE ISLAND LANDFILL,BOSTON HBR,BOSTON,0035.013,84.22832341,Capped,Not Lined,Closed,Municipal,,MSW,NA,100,EWA,DD_1,DD_LU,DD_LU,,BODIN_E,DEP_BAW,1995-01-01T00:00:00,LU,"POLYGON ((242342.0624847114 896641.3124705963, 242321.68755639344 896641.749948971, 242283.43749464303 896673.6249612533, 242262.89065065235 896704.0625301972, 242222.09375224262 896726.8750011325, 242200.29689328372 896955.3750373088, 242222.2813149318 897083.1250357144, 242183.98434571922 897113.0624710768, 242158.31246723235 897146.3125401139, 242173.12505055964 897211.7499572933, 242160.35930462182 897229.4375280365, 242104.1249832809 897274.8124534823, 242058.24995783716 897295.4375661127, 242012.2344114706 897343.1249923855, 241940.67186052352 897403.0625518896, 241940.25002915412 897462.0624994412, 241982.99998361617 897530.4375592358, 242069.03125297278 897596.9999495894, 242152.54681181163 897631.5000671707, 242254.07819288224 897652.5000029765, 242373.4844051823 897654.9999321774, 242472.73437798768 897632.9375105128, 242531.3281411901 897610.6250052713, 242567.1093998775 897580.6875699088, 242564.7499915883 897549.5624725893, 242494.0000108108 897493.4375124536, 242484.0156724006 897465.1250495389, 242464.09370158613 897394.4999762364, 242459.71871635318 897290.2500442974, 242440.12496344745 897178.6250307746, 242450.76556978375 897111.8749434277, 242517.96874894202 896939.7500516959, 242518.12505117804 896914.7499538399, 242420.25000081956 896723.6875435561, 242377.46881949902 896662.3749272935, 242342.0624847114 896641.3124705963))"
